id,name,gender,dob,city,country
86-6437391,Annie Fields,F,9/3/1979,Minneapolis,United States
08-0478821,John Stephens,M,2/4/1997,Albany,United States
07-6852559,Lillian Gomez,F,4/12/1979,Zeerust,South Africa
12-3139701,Carol Wagner,F,2/23/1996,Washington,United States
67-1814059,Charles Austin,M,11/15/1997,Portland,United States
80-7649156,Brandon Morgan,M,12/7/1983,Seattle,United States
70-2499956,Sarah Hunt,F,10/5/2003,Richmond,United States
87-6573005,Catherine Hughes,F,8/17/1977,Santa Ana,United States
89-5582240,Diane Arnold,F,7/22/1992,Sainte-Anne-des-Monts,Canada
07-7332193,James Nichols,M,2/22/1994,Sacramento,United States
19-1477150,Sharon Sullivan,F,6/29/1999,Bancroft,Canada
91-9134026,Paul Lynch,M,4/24/2004,Amherstburg,Canada
26-8399465,Louis Lawson,M,6/12/2002,Denver,United States
30-0996761,Terry Reynolds,M,11/10/1990,Bethal,South Africa
45-7655423,Ronald Andrews,M,8/9/1990,San Diego,United States
73-4248150,Howard Barnes,M,6/20/1997,Flagstaff,South Africa
36-1697173,Mark Myers,M,7/4/1988,Blackfalds,Canada
18-3850978,Charles Gomez,M,7/14/1980,Richards Bay,South Africa
93-3719237,Keith Cruz,M,4/24/1978,Kraaifontein,South Africa
30-9984887,Gloria Riley,F,2/27/2001,Saint Joseph,United States
22-6549767,Patrick Banks,M,11/6/1986,Burns Lake,Canada
44-8181050,Christina Nguyen,F,11/3/1994,Phoenix,United States
60-0587292,Paula Nichols,F,12/22/1992,Atlanta,United States
92-0742338,Matthew Phillips,M,3/28/1995,San Francisco,United States
46-5003567,Nicole Arnold,F,1/17/1992,Lacolle,Canada
50-3913789,Jesse Fuller,M,1/9/1997,San Rafael,United States
87-7096495,Frances Wood,F,11/11/1984,Upton,United Kingdom
65-0678672,Anne Lopez,F,8/21/1990,Orlando,United States
50-3596349,Terry Murray,M,7/16/1992,Rocky Mountain House,Canada
21-9837637,Nicholas Harrison,M,10/12/1976,Minneapolis,United States
16-9336537,Kenneth Austin,M,9/23/1984,Harrisburg,United States
71-6491925,Diane Burns,F,6/24/1995,Lac-Mégantic,Canada
83-8904677,David Stanley,M,4/29/2003,Lansing,United States
12-4624135,Eugene Young,M,4/7/1993,Independence,United States
56-8526928,Ralph Dixon,M,4/16/1995,Camperdown,South Africa
37-3745870,Tina Moreno,F,1/27/1988,Fort Worth,United States
17-4174170,Justin Frazier,M,5/28/1984,Spring,United States
15-1487893,Kathleen Ellis,F,5/1/1981,Worcester,South Africa
75-1530898,Tammy Watkins,F,8/29/1999,Mtubatuba,South Africa
84-7380472,Julie Pierce,F,4/2/1980,New York City,United States
67-2003355,Arthur Wood,M,5/10/1990,Kinloch,United Kingdom
51-0005141,Joshua Burns,M,1/7/1985,Smithers,Canada
76-2260696,Michelle White,F,9/19/1992,Nakusp,Canada
22-3845583,Jerry Hayes,M,10/7/1993,Ndwedwe,South Africa
06-9163818,Catherine Owens,F,10/17/1997,Summerside,Canada
90-4880401,Margaret George,F,1/14/1977,Fresno,United States
76-9208368,Jeremy Kim,M,11/17/2003,Deep River,Canada
19-4066663,John Moore,M,6/3/1998,Austin,United States
69-6223871,Raymond Cooper,M,10/3/1975,Glasgow,United Kingdom
00-1581378,Samuel Nelson,M,2/28/1980,Dallas,United States
22-5666429,Lawrence Sanders,M,3/29/1987,Tacoma,United States
72-0202026,Angela Moreno,F,7/30/1981,New York City,United States
82-4611048,Andrea Garrett,F,1/30/1987,Irving,United States
66-6986502,Melissa Andrews,F,6/28/1995,Hoopstad,South Africa
41-1822922,Jeremy Boyd,M,10/17/2001,Carman,Canada
24-5621273,Samuel Jackson,M,7/16/1977,Columbus,United States
86-3645396,Douglas Bell,M,10/6/1991,Beaverlodge,Canada
67-2051868,Alan Grant,M,7/19/1980,Lexington,United States
42-5886836,Jessica Snyder,F,1/21/1986,Bryan,United States
96-0203809,Harry Anderson,M,4/11/1997,Atlanta,United States
35-3602080,Jerry Fisher,M,3/9/1993,Salt Lake City,United States
05-1377550,Harold Fox,M,11/13/1995,Minnedosa,Canada
40-5226748,Scott Anderson,M,3/14/1978,North Battleford,Canada
38-4573314,Henry Morales,M,9/29/1980,Saint Joseph,United States
37-0624117,Norma Lee,F,1/30/1999,Akron,United States
13-2896448,Jose Moreno,M,3/12/1998,Hartford,United States
40-9831475,Terry Young,M,5/19/2002,Houston,United States
38-3369798,Bruce Stevens,M,4/16/1999,Washington,United States
59-2081607,Phillip Reynolds,M,4/23/1992,Columbia,United States
87-6149069,Ryan Walker,M,2/4/1988,Craigavon,United Kingdom
97-1391035,John Bell,M,6/16/2005,Nashville,United States
31-7986396,Daniel Cole,M,12/4/1980,Philadelphia,United States
04-7591613,Albert Patterson,M,1/17/1980,Koppies,South Africa
91-0132399,Carol Moreno,F,12/22/1998,Berea,South Africa
08-1833714,Mary Henderson,F,4/14/1985,Neuville,Canada
14-8856907,Alan Hansen,M,3/3/1996,Tucson,United States
00-5211258,Fred Bradley,M,12/28/1994,Allanridge,South Africa
51-2156588,Daniel Barnes,M,4/12/1998,Fort Worth,United States
97-2420071,Gloria Price,F,12/17/1979,Saint-André-Avellin,Canada
53-3311212,Gary Gibson,M,3/18/2002,Tallahassee,United States
21-1994278,Howard Butler,M,6/26/1976,Barkly East,South Africa
41-1536104,Sharon Hanson,F,9/3/1992,Alexandria,United States
93-3850634,Ruth Hunter,F,6/22/1978,Springfield,United States
01-9423128,Adam Hamilton,M,11/24/1978,Mpumalanga,South Africa
09-3929791,Julia Scott,F,3/5/1997,Lawrenceville,United States
98-2557993,Aaron Snyder,M,2/17/1987,Seattle,United States
68-2557706,Todd Ruiz,M,1/14/1994,Princeville,Canada
44-5833427,Bruce Carpenter,M,1/27/1996,Phuthaditjhaba,South Africa
15-6683180,Carlos Greene,M,4/8/1988,Notre-Dame-de-l'Île-Perrot,Canada
96-9335496,Joshua King,M,9/22/1986,Fort McMurray,Canada
17-7870513,Tammy Burke,F,12/17/1984,Deep River,Canada
04-8467241,Jason Ford,M,2/24/1977,Aurora,United States
24-2133928,Rachel Garcia,F,9/27/1993,Senneterre,Canada
84-5406752,Johnny Jacobs,M,4/9/2003,New York City,United States
66-1156034,Ann Moreno,F,10/9/1981,Lincoln,United States
81-4155260,Jessica Ellis,F,3/2/2000,Lewisporte,Canada
22-7826821,Patrick Nguyen,M,5/15/1990,Logan Lake,Canada
19-7243108,Billy Carr,M,12/7/1992,Chase,Canada
39-0165497,Tina Mills,F,5/9/2003,Jamaica,United States
06-0721498,Lori Day,F,11/9/1982,Wootton,United Kingdom
18-5014713,Roger Burke,M,7/15/1986,Fresno,United States
73-8481776,Sarah Jordan,F,5/29/1991,Cala,South Africa
51-4071714,Edward Garza,M,11/14/1991,Boynton Beach,United States
57-2088860,Louis Green,M,3/29/1996,Ferme-Neuve,Canada
60-5131119,Kelly Richards,F,11/19/2004,Elmira,United States
49-6628521,Cheryl Griffin,F,10/12/1986,Newton,United States
79-3024212,Donald Ferguson,M,8/1/1984,Beaufort West,South Africa
67-0506662,Aaron Bailey,M,7/4/1981,Newark,United States
64-7411112,Johnny Holmes,M,3/17/1982,Honolulu,United States
83-2175139,Kevin Franklin,M,1/27/2003,Marieville,Canada
41-5999057,Rose Russell,F,6/7/1982,Louisville,United States
48-2292515,Sarah Austin,F,1/18/2001,Taung,South Africa
99-1747659,Norma Olson,F,4/25/1981,Detroit,United States
79-5590125,Nicholas Howell,M,1/6/1977,Lacolle,Canada
10-7900493,Nicole Rice,F,3/12/1978,Decatur,United States
81-0703727,Brenda Hawkins,F,1/28/1984,Detroit,United States
54-2748456,Aaron Freeman,M,5/13/1996,Saint-Ambroise,Canada
48-3454616,Arthur Shaw,M,7/20/2002,Golden,Canada
40-7984753,Peter Hamilton,M,7/6/1998,Antigonish,Canada
51-2780599,Nancy Collins,F,3/24/1979,Vancouver,United States
97-8674334,Steve Lawrence,M,11/9/1986,Colorado Springs,United States
43-3961413,Scott Foster,M,6/7/1984,Ajax,Canada
08-0340879,John Rivera,M,5/29/2000,Port Nolloth,South Africa
17-7233720,Lois Mccoy,F,3/19/1987,Powassan,Canada
61-1726132,Jennifer Kennedy,F,11/28/1997,Newark,United States
01-6144206,Frank Carr,M,7/4/1999,Pietermaritzburg,South Africa
15-9619001,Sara Torres,F,7/28/1996,Houston,United States
86-6103660,Benjamin Cunningham,M,4/25/1979,Omaha,United States
70-9724814,Philip Gilbert,M,5/25/1988,Kensington,Canada
80-7498482,Lori Reed,F,5/12/1997,Hamilton,United States
79-8507435,Tammy Payne,F,4/20/1976,Sacramento,United States
02-3210888,Susan Matthews,F,2/16/1990,Houston,United States
41-3840581,Steven Vasquez,M,8/25/1977,Trail,Canada
37-4910174,Andrea Fox,F,10/21/1990,Vaudreuil-Dorion,Canada
99-9865582,Arthur Morrison,M,2/22/1994,Springfield,United States
83-6533863,Craig Sanders,M,11/13/2004,Atlanta,United States
55-6566727,Robert King,M,11/4/1975,Thompson,Canada
67-3529412,Helen Parker,F,12/22/1988,Charlotte,United States
74-5294530,Evelyn Ward,F,12/2/1987,Swan Hills,Canada
34-9059042,Steven Grant,M,2/23/2000,Chicago,United States
93-8514497,Nancy Hernandez,F,11/18/1979,Lancaster,United States
20-7339676,Virginia Ellis,F,4/25/1976,San Angelo,United States
43-1982008,Timothy Cruz,M,9/3/1991,Okanagan,Canada
40-3048222,Linda Harper,F,8/29/1983,Dallas,United States
43-2204281,David Ford,M,1/30/1990,Peoria,United States
95-4619473,Craig Clark,M,11/27/2001,Boston,United States
08-6068894,Steven Jones,M,12/26/1997,Columbus,United States
00-9617479,Nicholas Alexander,M,3/14/1998,Buffalo,United States
56-9823737,Wayne Fowler,M,1/3/2005,Spring,United States
77-1069852,Billy Washington,M,11/5/1981,Labelle,Canada
24-0874998,Jose Ramos,M,9/15/1992,Kamsack,Canada
62-7769362,Brenda Pierce,F,10/5/1978,Carolina,South Africa
