"first_name","last_name","gender","birth_date","ethnicity","SSN","med_number","state","city","address","zip","id"
"Myranda","Todacheene","female","05/09/1958","Native American",111403254,3953308440,"Nebraska","Wowimuzuera","1762 Ofowgeg Manor",18664,333
"Kyle","Anderson","female","1/20/2015","Asian",490296673,2944655301,"North Carolina","Zegkonatos","97 Wawhepo Road",38528,647
"Li","Anderson","female","05/06/1970","Asian",623553565,5466568142,"Minnesota","Sibutadoicu","1560 Wezrake Manor",82827,761
"Elijah","Willison","female","04/01/1940","Asian",285188277,8038106182,"Connecticut","Uzavarufled","1300 Vipezeh View",37895,451
"Ean","Thacker","female","9/19/1966","White",710802698,7496435379,"Tennessee","Pofrabnomo","74 Tokcab Path",71241,800
"Jordan","Bernatsky","male","7/28/1948","Pacific Islander",899059320,3699513135,"Minnesota","Okewhujomifa","1675 Degiagaf Pass",95562,811
"Sandra","Barman","male","10/04/2011","Black",878289480,5081759206,"Maryland","Jakavagavon","489 Foseoju Center",19574,269
"Anjelica","Barrientos","male","09/03/1970","Black",693084128,3354291382,"New York","Cejmubajev","121 Huzouhep Boulevard",92082,872
"Juan","Olivas","male","02/12/1936","Black",637321979,6895416553,"New Jersey","Wozeipizhuha","314 Sotukulo Junction",36346,828
"Barry","Diaz Flores","female","5/20/1970","Pacific Islander",146389564,2038062422,"Nevada","Jistosjeja","231 Hifevu Plaza",28167,528
"Hannah","Garcia","male","11/12/1994","Pacific Islander",466867172,2925061037,"Alabama","Opalzalonilo","1914 Nomseke Path",23592,668
"Whitney","Cruz Ortega","female","02/11/1916","Black",182892350,3542259202,"Nevada","Nublinubepu","1849 Hujwog Park",26073,485
"Marcus","Guist","male","11/17/1902","Pacific Islander",137648229,8213194626,"Louisiana","Amiwumeekum","1011 Puklom River",20831,877
"Jose","Hammond","female","8/18/2005","Black",873988482,6204716603,"Maine","Temlukebefu","732 Mokluzu Trail",52240,165
"Jesus","Peters-Fender","female","5/14/2008","Black",811998896,1058014004,"Florida","Cimpimfumo","1368 Kifebohu Boulevard",59692,355
"Daniel","Pang","female","04/05/1979","Black",968605817,9518704736,"Iowa","Pefimagnuh","663 Ajudmab View",31906,415
"Annaly","Do","male","9/28/1945","Black",186608084,1673071217,"Michigan","Oseliguvi","1045 Cedevo Place",26094,917
"Anna","Rix","male","5/27/1924","Native American",193049307,9087715041,"Nebraska","Gopubileg","433 Ulegol Place",43050,975
"Andrew","Lattimer","female","12/07/1954","Native American",523968440,3957205541,"South Carolina","Amuziksiji","346 Tivagir Junction",85854,865
"Evan","Hanson","male","11/04/1922","White",663541296,6508658425,"Florida","Okinwihizofu","1775 Votifil Heights",99780,707
"Robert","Matte","male","11/29/1918","Pacific Islander",563004256,8863662346,"Louisiana","Fimfuzumot","1533 Tehnoz Park",31071,618
"Ta'Sharra","Owens","female","01/04/1958","Pacific Islander",729691365,2565197624,"North Carolina","Watobamumi","895 Wewwezi Plaza",23926,590
"Kimberly","Rivera","female","11/27/1973","Asian",143824658,2440344370,"Vermont","Cicpuhusuji","510 Vidmepu Drive",95768,653
"Gabrielle","Cheung","male","04/07/1934","Pacific Islander",999185812,2456227774,"New York","Vuwehaftaw","1660 Hevigofu Path",16859,791
"Jeremiah","Juan","male","04/03/1957","Pacific Islander",869674356,2245987689,"Wyoming","Ijagavwumi","523 Hikfez Circle",89413,933
"Nicole","Zeunen","male","12/19/1967","White",556750406,7912495101,"Kentucky","Budewimobojo","1433 Jakerar Way",26093,458
"Imagine","Ramos","male","10/05/1957","Black",448539452,2681360884,"North Carolina","Sodmicopak","563 Kebaciw Circle",13470,981
"David","Murphy","male","12/21/1966","Asian",212880614,9005589891,"Alaska","Aseatarobu","892 Ropekaz Boulevard",15478,767
"Kylie","Thompson","female","6/26/1952","Asian",184584060,5118851596,"Maine","Vabnonron","1792 Rapcuho Avenue",75915,699
"Michael","Huston","female","12/26/2015","White",989364256,8964695656,"Hawaii","Repciheeme","414 Cezbak Path",96027,900
"Marcus","Nguyen","female","12/15/1940","Pacific Islander",550075870,7756943610,"Maine","Guhocislaru","1431 Feftoru Park",15310,835
"Angel","Yambao","female","1/20/1950","Black",395618478,5901529618,"Massachusetts","Fugidizkif","893 Nozmir Plaza",48502,982
"Amie","Mungovan","male","09/07/1985","Asian",826517439,8327150011,"Minnesota","Paziratoce","61 Fewguvu Center",92895,704
"Chris","Hamlin","male","03/05/1955","Asian",265455368,5244313819,"Indiana","Wivaohuukam","1671 Kanuzuz Highway",83333,256
"Amber","Malmsbury","female","09/04/1997","Pacific Islander",996374017,1491348335,"Wyoming","Paclonteh","193 Wipfavi Circle",49166,540
"Angel","Tamez","male","7/22/1955","Black",467701174,4581764783,"Washington","Iwapavbuc","1871 Vugapas Plaza",18374,417
"Alexander","Zuluaga","female","9/18/1988","Pacific Islander",789730805,5820766987,"New Hampshire","Zuzsasiewe","382 Cipadiso Pike",62590,130
"Johanna","Solano","male","02/08/1988","Black",418891910,6914480356,"Nebraska","Vephujodan","891 Epavvoci Plaza",40316,254
"Janaya","Scott","male","10/12/2007","Pacific Islander",970014347,9626961318,"Wisconsin","Gififaziohu","349 Cavgat Loop",63794,638
"Janice","Bearden","male","8/26/1983","Native American",284834500,4988323665,"Nevada","Gusipehulaj","1032 Ucelahu Turnpike",65361,422
"Andrew","Raymond","male","12/07/1945","Asian",296923402,4028772009,"Utah","Bekedikgij","1282 Uregfik Place",83037,476
"Teandre","Jones","male","8/28/1953","Pacific Islander",369457435,7149306301,"Oklahoma","Newuciddiz","336 Furvip Plaza",12724,326
"Harry","Fowler","male","11/03/1977","Pacific Islander",917522117,8743553548,"Louisiana","Gefozankefu","1497 Araffuve Highway",70090,525
"Marlen","Salahi","female","6/26/1955","Black",526256600,1533298256,"Kansas","Mefdociizer","542 Lufofi Extension",41407,711
"Jennifer","Muppala","male","7/18/1988","Black",295790600,7636363118,"North Dakota","Bebtobzit","308 Vivazori Road",61778,253
"Stephanie","Fernandez","female","7/16/1965","Black",883983583,2654735681,"Montana","Rohatiofu","1343 Gafijil Street",22783,541
"Erik","Pham","male","4/22/1975","Black",675940923,9284272657,"Indiana","Mortapobec","1035 Kilizip Pike",60383,345
"Nicholas","Gonzales","male","10/28/1988","Pacific Islander",638924061,4567465654,"New York","Noderimnig","834 Paljamu Place",28654,678
"Heidi","Miyasato","female","6/29/1940","Black",702414873,6284490170,"Washington","Tuktawkek","1666 Suronive Avenue",68896,352
"Rene","Tran","female","1/30/1952","Black",365469019,5740241758,"Alabama","Rajvudhezi","288 Bisakef Lane",97668,147
"Tony","Eiffert","male","01/05/1959","Pacific Islander",939365317,9109029647,"New Mexico","Bacebalomic","994 Aferpopu Manor",46920,778
"Jordan","Rocilez","male","01/11/1950","Pacific Islander",143945974,2421633535,"Kansas","Zariraciuki","523 Hemunif Square",94651,758
"Miguel","Alvarez","female","12/03/1984","Black",882688485,1106603008,"Massachusetts","Owogohsozu","611 Ezinim Road",68419,926
"Julian","Okubo","male","11/01/1992","Pacific Islander",451817263,3692361245,"Nevada","Edujapitow","1994 Wuknuj Circle",82422,972
"Peyton","Trujillo","male","11/05/1941","Pacific Islander",434682884,4564084893,"Tennessee","Hiffiswuli","462 Hecakew Square",82576,113
"Amalio","Torrez","female","1/21/1921","Black",813687485,1883624109,"South Dakota","Zuhjittuz","314 Hecihis Extension",80683,781
"Melina","Reda","female","8/20/2002","White",718708908,1399809491,"California","Efecamfiw","582 Biztir Mill",32497,795
"Matthew","Polk","male","8/17/1989","Asian",817193650,2612959551,"Louisiana","Tojoirapkam","1433 Gifade Ridge",92905,212
"Qi","Kellison","female","06/05/1983","Asian",739077215,3452778350,"Alaska","Omowoserac","1332 Icorazo Court",36039,22
"Lance","Chea","female","10/22/2003","Black",442839264,2092754925,"South Dakota","Hojategah","1182 Zivomiz Drive",34559,353
"Karissa","Yen","male","06/06/1987","Black",230128183,2354667407,"Alaska","Lopizotuzuku","348 Ikucipu Street",11068,284
"Kayla","Neff","female","3/26/1965","Asian",543311448,4055347960,"Florida","Selanijakuna","1861 Kavcod Street",98042,74
"Tan","Pike","female","8/23/1910","Asian",481956437,2894565970,"New Hampshire","Penfizsuj","309 Lefeonid Boulevard",29593,743
"Derrick","Lopez-Itomura","female","09/01/1939","Pacific Islander",274327981,6208991106,"Idaho","Zislagnido","716 Lulujar Terrace",44644,309
"Amanda","Marks","male","7/27/1963","Asian",464559320,2978220247,"Connecticut","Kewgadedona","481 Bezevepa Key",57239,966
"Matthew","Nwizu","male","01/04/1932","White",157189572,3432632179,"New Hampshire","Taluveworek","110 Wafsew Pass",34055,187
"Shalimar","Fong","female","10/04/1994","Pacific Islander",382128760,6363242945,"Minnesota","Jacaipadibi","1767 Caruomic Turnpike",46049,467
"Leishka","Reyna","male","9/17/1938","Black",492907752,5412652702,"New Jersey","Afakecuzato","1420 Tufapih Park",22560,141
"Gienry","Marshall","male","11/08/1946","Asian",946847055,8435655539,"North Dakota","Nesikufuduv","402 Tukedut Road",83638,597
"Tyree","Hiemsouvahn","female","01/01/1941","Pacific Islander",862347779,8203739950,"Vermont","Cehoramiwoso","1421 Jahiezew Highway",46350,798
